sp	d.tpos	d.tneg	d.fpos	d.fneg	global.count	Max.Latitude	Min.Latitude	Mean.Latitude	Median.Latitude
Pinus_banksiana	102	71	16	0	54910	62.53	37.0481	47.457519	45.491275
Pinus_bhutanica	13	20	0	0	10006	28.08808	27.06667	27.5886848276	27.51667
Pinus_brutia	14	17	0	0	28668	48.84401	-43.53064	32.9983763	36.556665
Pinus_bungeana	6	18	0	0	9242	50.72461	-42.91667	34.0170984783	34
Pinus_canariensis	7	18	0	0	1169	38.1369	-43.53064	27.6016839944	28.756805
Pinus_caribaea	77	72	4	14	10553	29.22143	-25.44197	5.6989376522	8.96667
Pinus_cembra	49	51	0	0	1702	69.67955	38.61056	58.4834985	62.46631
Pinus_cembroides	143	118	8	0	10416	32.36844	19.329	25.0316603061	24.62
Pinus_chiapensis	124	107	8	13	6129	NA	NA	NA	NA
Pinus_clausa	62	57	2	0	18248	35.41805	-27.4581	24.4571173071	28.2
Pinus_contorta	82	68	7	1	15110	66.16937	-44.94818	43.679279	45.01464
Pinus_cooperi	84	70	2	4	12923	27.9142	23	23.9668137255	23.817
Pinus_coulteri	18	32	0	0	7664	48.49202	32.5787	34.7237683	34.1851749996
Pinus_cubensis	6	13	0	0	7110	22.1333	20	20.5446266667	20.42
Pinus_culminicola	56	56	5	0	11442	25.477	23.96667	25.1167559	25.207
Pinus_dabeshanensis	2	18	0	0	3222	NA	NA	NA	NA
Pinus_dalatensis	8	13	0	0	5412	17.64444	11.95	14.6789516129	15.03
Pinus_densata	16	17	0	0	3233	34.12	23.4319	28.4507364	27.88572
Pinus_densiflora	57	67	1	0	5493	49.54	-36.9	34.5335191	35.24765
Pinus_devoniana	45	47	5	1	12467	28.43583	-36.73111	16.480789697	16.72
Pinus_discolor	51	43	5	0	17003	NA	NA	NA	NA
Pinus_douglasiana	7	12	0	0	4089	28.07083	-38.155	19.4235925316	19.66667
Pinus_durangensis	17	17	1	0	14235	28.71	-31.4653	21.4593315054	24.35
Pinus_echinata	89	80	3	1	7962	48.50222	-37.18333	34.990607	35.993515
Pinus_edulis	28	30	3	0	13726	40.76847	31.89832	37.3561468	37.30477
Pinus_elliottii	27	31	2	0	10927	31.4383	-36.92167	-1.8723481177	22.28307
Pinus_engelmannii	32	30	3	0	15991	33.0091	20.255	27.5788030851	28.333
Pinus_fenzeliana	29	36	1	1	2937	35	18.91	23.8483881	23.906
Pinus_flexilis	31	26	4	0	12416	52.04695	32.425	39.282857097	38.895555
Pinus_fragilissima	4	13	0	0	858	23.18	23.15	23.1544319048	23.15
Pinus_gerardiana	15	19	0	0	36442	36.25	-43.53333	32.5834235135	35.25
Pinus_glabra	40	46	1	0	2534	45.69558	-30.15	28.9797616176	31.402775
Pinus_greggii	48	56	2	3	15487	27.3333	-35.43444	20.2769996	21.145
Pinus_halepensis	140	142	5	8	23148	44.06409	32.67399	39.8495446	39.1642
Pinus_hartwegii	71	87	3	0	7674	42.53	-43.53333	19.7351706	23.6415
Pinus_heldreichii	8	18	0	0	18895	59.37	-42.91667	38.6697695238	41.22915
Pinus_henryi	8	18	0	0	24211	32.44584	23.49625	30.8353766667	31.17
Pinus_herrerae	19	23	0	0	3459	38.5	16.263	23.9558152174	24.296
Pinus_hwangshanensis	3	20	0	0	658	40	20.74417	24.7615110526	23.22677
Pinus_jaliscana	5	12	1	0	12609	22.193	19.717	20.4703763043	20.381
Pinus_jeffreyi	18	18	0	0	4901	51.82021	-43.662	31.2429458999	36.91036
Pinus_johannis	50	45	1	1	8197	NA	NA	NA	NA
Pinus_kesiya	20	21	4	2	6439	27.48333	-38.58333	13.1111158511	16.6
Pinus_koraiensis	19	33	1	0	3802	59.37	-43.3	42.814334382	43.54887
Pinus_krempfii	8	12	0	0	1573	12.5	12	12.1349473333	12.11666
Pinus_kwangtungensis	41	42	6	0	24789	NA	NA	NA	NA
Pinus_lambertiana	38	44	0	0	6060	42.34417	33.64952	36.6339724005	36.504315
Pinus_latteri	6	12	0	0	14982	21.66063	11.33	16.266015	17.18
Pinus_lawsonii	18	25	1	0	4652	23	16.233	18.3139432051	17.95
Pinus_leiophylla	51	65	3	0	11220	39.73193	16	26.9918323232	28.38
Pinus_longaeva	20	32	0	0	4248	40.63	36.169	37.9004672705	37.569875
Pinus_luchuensis	5	13	0	0	2493	40.71416	22.00583	25.1043613	24.975
Pinus_lumholtzii	16	17	0	0	4206	28.508	19.24625	24.948234	25.233
Pinus_luzmariae	6	23	0	0	917	24.8333	14.53333	21.00474875	20.98
Pinus_massoniana	56	58	2	2	2106	32.53669	-43.3	26.2486088889	26.83726
Pinus_maximartinezii	9	23	0	0	794	38.5	-25.32417	20.5082662963	21.351835
Pinus_maximinoi	44	45	2	4	16054	28.558	13.2	20.111247551	17.3975
Pinus_merkusii	5	12	1	0	14354	21.28139	-8.35	10.3958989744	12.94
Pinus_monophylla	52	55	5	0	8371	37.72548	32.21866	33.7794653	33.505705
Pinus_montezumae	48	62	5	0	11557	53.00688	14.91194	21.5915017895	20.11
Pinus_monticola	27	31	1	0	9703	52.45392	35.82379	43.3220152195	42.164585
Pinus_morrisonicola	43	42	6	2	3076	25.06764	-6.66667	23.7732788889	24.13333
Pinus_mugo	52	50	3	0	9201	66.16937	37.69974	54.8161944	57.468535
Pinus_muricata	14	15	1	0	32380	52.37067	-41.20128	26.7444714	32.56702
Pinus_nelsonii	52	59	0	0	789	25.6	-39.04644	22.8608823469	23.3275
Pinus_nigra	20	33	1	0	13630	58.98896	-45.02523	46.7591523	49.02397
Pinus_occidentalis	18	23	3	0	15281	19.73	18.033	18.8296075824	18.9
Pinus_oocarpa	101	102	11	19	12223	28.414	-11.7117000022	17.1071391837	16.15
Pinus_palustris	56	56	2	0	8608	36.82512	-36.75083	31.2061211111	30.92775
Pinus_parviflora	20	35	0	0	5498	53.71505	-37.81667	37.5701332	37.22765
Pinus_patula	29	45	1	0	9465	25.22	-43.6653	-11.4770926873	-26.7254100109
Pinus_peuce	5	17	0	0	2839	63.43027	-43.53333	45.7000229688	49.565
Pinus_pinaster	110	107	6	0	21484	47.19261	-36.92563	39.602855	40.238205
Pinus_pinceana	25	30	1	1	6322	25.68102	-39.57139	21.6699132	22.667
Pinus_pinea	270	254	1	1	16672	46.27786	-39.60522	39.0765829	39.636025
Pinus_ponderosa	64	52	9	0	18557	58.9111	-45.02523	39.7532158	38.7116
Pinus_praetermissa	7	22	1	0	13107	23.07	20.783	21.3484521429	21.029
Pinus_pringlei	9	12	1	0	5955	23	-38.27222	16.9025123684	18.65
Pinus_pseudostrobus	66	64	3	1	13055	38.5	14.38111	22.9168568	25.2165
Pinus_pumila	10	18	0	1	4212	67.5	35.4613	42.8335127	40.89236
Pinus_pungens	11	17	0	0	14710	40.85	32	37.8075854386	38.8236
Pinus_quadrifolia	13	14	1	0	13878	35.2805	30.06667	32.8971415371	32.88588
Pinus_radiata	33	47	0	1	934	51.95694	-45.83997	-15.6708463018	-34.94178
Pinus_remota	11	17	1	0	4003	30.48222	23.56667	26.3985572093	25.644
Pinus_resinosa	192	155	16	2	9523	48.16806	40.48314	44.7965722	44.506605
Pinus_rigida	145	131	8	2	12590	45.5586099991	35.02504	41.4101443	41.5339
Pinus_roxburghii	7	13	0	0	24899	35.58	-38.58333	7.5457927907	27.28
Pinus_rzedowskii	17	26	0	0	1357	18.821	11.687	18.2813917	18.6745
Pinus_sabiniana	67	63	1	0	8494	40.93724	34.76552	37.4038716	37.54616
Pinus_serotina	120	100	2	2	5083	42.04472	-38.16667	30.0646798148	33.79333
Pinus_sibirica	29	30	5	0	54637	69.69017	43	57.1196431818	59.364
Pinus_squamata	1	17	0	0	842	26.95	26.87	26.91	26.91
Pinus_strobiformis	36	32	2	0	5258	42.826	15.70213	26.9492752041	26.16
Pinus_strobus	200	160	23	5	33389	50.55233	-44.94818	42.6945884	44.268685
Pinus_sylvestris	187	179	19	3	18172	69.70791	44.32759	58.2824737	61.66249
Pinus_tabuliformis	34	43	5	0	29282	59.37	-45.85	30.9087684091	31.77
Pinus_taeda	223	194	8	0	15796	41.69093	-36.90297	31.2486383835	33.21016
Pinus_taiwanensis	54	56	3	0	688	26.88339	22	23.8124065	24
Pinus_tecunumanii	41	48	3	4	8848	17.21767	-16.6167	14.3918584848	15
Pinus_teocote	95	74	2	0	10878	27.3	-3.3275	23.8184234	24.55
Pinus_thunbergii	50	53	0	0	2466	53.0018	-36.9	30.1582859	35.33245
Pinus_torreyana	5	18	0	0	6547	37.90082	-43.58333	31.3248708999	32.960945
Pinus_tropicalis	9	13	0	0	7343	22.9	20.18971	21.9182563636	22.04889
Pinus_uncinata	85	81	4	1	12038	63.8468	42.45558	57.2120955	62.550915
Pinus_virginiana	232	164	13	0	16700	53.71505	31.0175	37.4126558763	36.91857
Pinus_wallichiana	37	36	1	0	34508	55.6665	-41.4319403559	39.5603405015	42.826
Pinus_wangii	3	12	0	0	6614	25.22845	11.31855	20.9711480769	23.12546
Pinus_yunnanensis	25	34	0	0	26015	50.95198	24.35193	31.3661347	27.02611
Platycladus_orientalis	14	17	0	0	36936	52.20207	-36.88089	35.2776342105	41.67
Podocarpus_acutifolius	15	15	0	0	713	49.25	-44.6354	-40.6468520879	-42.1283
Podocarpus_affinis	4	5	0	0	4200	-17.74115	-18.1	-17.9902875	-18.06
Podocarpus_angustifolius	9	13	0	0	3200	22.8	9.5	20.195893125	20.53
Podocarpus_archboldii	21	21	0	0	1623	-4.4	-9.70833	-6.5715283	-6.233315
Podocarpus_bracteatus	11	14	0	0	1785	-3.7	-9.90833	-5.8712130303	-5.91667
Podocarpus_brasiliensis	6	13	0	0	9645	10.1	-25.4457834635	-14.3781211193	-14.0977
Podocarpus_brassii	17	21	0	0	149	-4.03	-9.70833	-6.0825135	-5.75
Podocarpus_brevifolius	4	12	0	0	1611	20.77639	5.97	6.9299794118	6.08
Podocarpus_capuronii	8	12	0	0	10648	-13.8	-20.63166	-18.9397269565	-20.56667
Podocarpus_celatus	17	24	1	0	20258	7.783	-15.09033	-5.3669689831	-4.12472
Podocarpus_chingianus	2	17	0	0	1720	NA	NA	NA	NA
Podocarpus_coriaceus	10	14	0	0	9620	18.41702	10.6	15.721849998	16.05
Podocarpus_costalis	4	13	0	0	1847	25.03333	16.92	22.5531259677	22.08528
Podocarpus_costaricensis	6	14	0	0	9856	10.23	9.56861	9.668919	9.645
Podocarpus_crassigemmis	30	30	1	0	2002	-5.5	-9.9	-7.0198773684	-6.092815
Podocarpus_cunninghamii	111	91	8	0	1707	-34.4657	-46.89398	-41.410916088	-41.193865
Podocarpus_decumbens	2	8	0	0	1122	-22.09611	-22.12222	-22.116092	-22.12
Podocarpus_deflexus	3	13	0	0	930	4.63	4.63	4.63	4.63
Podocarpus_dispermus	4	7	0	0	8128	-16.4985100062	-17.8734600078	-17.3508444813	-17.3000000036
Podocarpus_drouynianus	15	21	0	0	3323	-31.687500029	-35.92611	-34.2441461519	-34.2770532532
Podocarpus_ekmanii	8	14	0	0	9516	NA	NA	NA	NA
Podocarpus_elatus	25	28	1	0	12425	-16.7083	-37.9602	-30.4364998244	-30.5816150273
Podocarpus_elongatus	37	44	4	0	16549	59.37	-42.8486175163	-31.8214456581	-33.83
Podocarpus_fasciculus	35	32	4	1	5866	25.03389	-20.59174	23.5300093	24.25
Podocarpus_gibbsiae	4	13	0	0	39	NA	NA	NA	NA
Podocarpus_glaucus	12	16	0	0	2292	-1.38	-10.45	-5.4046231818	-4.808335
Podocarpus_gnidioides	6	7	0	0	533	-21.66623	-22.27	-22.0761815632	-22.16454
Podocarpus_grayae	13	13	1	0	14294	-11.4833	-19.1234500093	-15.0319739268	-15.73335
Podocarpus_guatemalensis	42	38	2	0	15732	17.21767	-4.48889	8.9938698958	8.7
Podocarpus_henkelii	8	12	0	0	1869	33.1	-33.875	-22.5948816216	-26.75
Podocarpus_hispaniolensis	6	13	0	0	25226	19.6	18.53333	18.8600916667	18.72889
Podocarpus_insularis	6	7	0	0	4122	-5.63333	-20.22	-10.5682806452	-8.45
Podocarpus_lambertii	15	23	3	0	6012	-11.47333	-56.84083	-21.0110142857	-22.57833
Podocarpus_latifolius	22	23	1	0	10647	4.82	-43.53064	-18.213801	-19.4875
Podocarpus_lawrencei	48	48	2	1	1560	49.25	-43.2444551171	-34.9018122256	-36.4555400356
Podocarpus_ledermannii	2	8	0	0	670	-0.75	-10.08	-5.1403623529	-4.508055
Podocarpus_longifoliolatus	4	8	0	0	931	-20.81861	-37.01169	-25.38049	-21.84583
Podocarpus_lucienii	23	28	0	0	1694	-20.4	-22.35	-21.4826661905	-21.7
Podocarpus_macrophyllus	7	18	0	0	11914	49.25	-43.5253	21.4571082653	22.03333
Podocarpus_madagascariensis	14	24	0	0	26946	-12.54333	-23.19611	-16.6027555	-17.686525
Podocarpus_magnifolius	13	12	1	0	12296	10.4511356143	-23.5441635944	-1.7782653069	0.135835
Podocarpus_matudae	41	45	5	2	8426	23.33	-4.4756	18.6514982653	19.501
Podocarpus_milanjianus	61	69	2	4	7355	8.4	-37.01667	-4.4268828	-2.75
Podocarpus_nakaii	40	47	2	2	1642	25.16538	21.96667	23.9136937	23.916685
Podocarpus_neriifolius	43	36	7	2	27149	36.763	-37.01169	10.7945446	16.131945
Podocarpus_nivalis	197	199	4	1	280	49.25	-45.62791	-33.6301516	-43.14915
Podocarpus_novae_caledoniae	19	21	0	0	3626	NA	NA	NA	NA
Podocarpus_nubigenus	17	26	0	0	1347	-23.92	-49.15	-41.5177030435	-41.49278
Podocarpus_oleifolius	67	65	7	0	8553	13.76031	-16.34389	-6.8760786	-14.618475
Podocarpus_pallidus	1	5	0	0	1385	-18.6	-21.42	-20.360175	-21.3907
Podocarpus_parlatorei	14	14	0	0	816	25.66	-34.99	-20.6776302062	-20.13
Podocarpus_pilgeri	32	30	5	2	11445	23.10528	-10.03333	0.8789306	-5.991685
Podocarpus_polyspermus	4	7	0	0	835	-20.96778	-21.45111	-21.3133615385	-21.37
Podocarpus_polystachyus	18	24	1	0	12000	19.1667	-9.66667	4.336061087	4.25
Podocarpus_pseudobracteatus	12	15	0	0	777	-3.92	-8.97	-6.1269685714	-6
Podocarpus_purdieanus	4	13	0	0	2386	18.2725	18.2	18.2350238462	18.21722
Podocarpus_ramosii	5	12	0	0	679	14.07	-1.03	12.5445454545	14.07
Podocarpus_rubens	14	14	1	0	10700	0.83	-11.52	-5.7789795652	-5.5
Podocarpus_rumphii	8	8	0	0	29282	22.5	-10.6667	1.3203879452	-1.4
Podocarpus_rusbyi	11	13	0	0	1299	-11.37444	-18.10833	-16.8320427119	-17.71666
Podocarpus_salignus	38	36	1	0	2869	51.71945	-39.89083	-34.858694	-37.78333
Podocarpus_sellowii	8	13	0	0	10132	-4.23981	-29.25083	-21.4536942105	-24.15274
Podocarpus_smithii	5	8	0	0	19366	-15.8167	-35.2761	-17.0346456012	-17.0833
Podocarpus_spathoides	7	6	1	0	12354	4.85	-11.33333	-1.7844433333	2.37
Podocarpus_spinulosus	121	111	2	2	5259	-30.2099	-46.92706	-41.1138117032	-41.3945
Podocarpus_sprucei	13	24	0	0	366	-1.4628	-5.9	-3.0829714286	-2.8315
Podocarpus_subtropicalis	2	17	0	0	31640	36.51998	29.53	31.8611033333	29.53333
Podocarpus_sylvestris	7	7	0	0	1382	-20.29139	-22.65667	-21.5465907	-21.6
Podocarpus_teysmannii	7	12	0	0	3694	6.82	1.67	4.451	4.775
Podocarpus_totara	116	95	11	1	3983	-34.43373	-46.33135	-40.4517925	-41.115765
Podocarpus_transiens	9	12	0	0	6573	-11.5539317677	-26.93	-13.9853815184	-13.25
Podocarpus_trinitensis	3	13	0	0	1260	10.68786	10.65	10.6750471429	10.68175
Podocarpus_urbanii	5	14	0	0	392	18.27	18.044	18.0930066667	18.08722
Prumnopitys_andina	28	38	0	0	2357	49.25	-43.5636	-33.5152245	-36.756635
Prumnopitys_exigua	37	38	0	0	1131	-12.75	-18.84667	-17.9545170513	-17.839995
Prumnopitys_ferruginea	141	118	9	2	1061	-35.19865	-46.92783	-41.8457439	-41.299155
Prumnopitys_ferruginoides	10	15	0	0	1458	-20.57103	-22.13055	-21.6888568266	-21.88359
Prumnopitys_harmsiana	14	26	0	0	2309	11.14372	-17.75	-6.383392449	-10.3889
Prumnopitys_ladei	5	7	0	0	2851	-16.3901400061	-43.53056	-17.2384269882	-16.51667
Prumnopitys_montana	26	25	0	0	1522	10.5	-17.58972	-1.9252076531	-3.96667
Prumnopitys_taxifolia	73	72	5	0	1308	-34.74227	-46.55232	-41.0244385	-41.13309
Pseudolarix_amabilis	4	17	0	0	4166	53.71505	-37.78333	30.602382	30.19602
Pseudotaxus_chienii	10	12	0	0	7420	28.97714	23.49625	27.4354976087	28.07441
Pseudotsuga_japonica	5	18	0	0	641	36	33.65	34.244312	34.23
Pseudotsuga_macrocarpa	13	16	2	0	33160	43.255	33.09213	34.2446026221	34.241695
Pseudotsuga_menziesii	192	103	45	3	35520	63.4328	-45.04229	36.2645919	42.79222
Pseudotsuga_sinensis	32	46	1	5	17953	49.25	21.87	24.8829859	24.26667
Retrophyllum_comptonii	21	21	0	0	1317	-20.44417	-22.34056	-21.4889276292	-21.5718
Retrophyllum_minus	35	35	0	0	1599	-20.31578	-22.35	-22.2165440206	-22.25
Retrophyllum_piresii	1	14	0	0	10917	-10.6957	-13.5	-11.393239	-11.21667
Retrophyllum_rospigliosii	26	36	0	1	2094	59.37	-14.68972	-0.3941773737	4.51184
Retrophyllum_vitiense	13	14	0	0	6278	2.33	-18.98	-8.2533976923	-5.7
Saxegothaea_conspicua	45	51	0	0	7346	53.51667	-42.98333	-32.5343862976	-40.16667
Sciadopitys_verticillata	44	53	0	0	1950	59.37	-43.53333	34.0252289328	39.01833
Sequoia_sempervirens	45	45	0	0	6103	49.02396	-36.92415	37.2295033	37.7973
Sequoiadendron_giganteum	15	15	0	0	4891	51.29076	-45.5634	37.7710504	38.347485
Sundacarpus_amarus	73	65	12	0	17141	25.68333	-19.1919000094	-13.7277706746	-17.1700500035
Taiwania_cryptomerioides	25	41	0	0	5574	49.25	-38.66667	26.0761944898	24.3525
Taxodium_distichum	136	110	4	0	42481	53.92244	26.15258	35.0043267	32.970955
Taxodium_mucronatum	70	52	18	1	11498	NA	NA	NA	NA
Taxus_baccata	86	79	8	0	27950	62.3879	-43.52054	51.3459932	53.37697
Taxus_brevifolia	88	74	9	5	16827	51.055	38.22364	46.0854902	47.6637
Taxus_canadensis	118	97	10	1	15486	57.81667	40.61062	46.3162347	45.272615
Taxus_contorta	6	12	0	0	542	NA	NA	NA	NA
Taxus_cuspidata	14	17	0	0	5923	59.4458	26.59904	45.4887117775	42.96247
Taxus_floridana	6	15	0	0	1782	30.63	28	28.8586666667	28
Taxus_globosa	29	45	0	0	5995	29.42	14.35	21.0215982474	21.1
Taxus_mairei	170	160	13	3	18130	NA	NA	NA	NA
Taxus_wallichiana	38	39	1	0	12067	38.8885	-3.65027	26.6998066	27.673195
Tetraclinis_articulata	27	34	1	0	21015	39.8558	0.38167	35.5221307	36.8057
Thuja_koraiensis	10	18	0	0	9231	63.32132	-37.78333	37.61139875	37.161655
Thuja_occidentalis	131	108	13	0	10562	63.4277	38.891	46.0337215	45.2396
Thuja_plicata	96	84	9	6	21875	58.5343	43.5797	48.2189366	48.09948
Thuja_standishii	16	18	0	0	4009	52.4777	25.60168	38.199465	36.90875
Thujopsis_dolabrata	94	100	0	0	2610	58.42764	-41.28333	42.3576670213	43.0645
Torreya_californica	35	45	0	0	2593	53.51667	34.59814	38.7762861295	38.66173
Torreya_fargesii	39	49	1	0	17638	NA	NA	NA	NA
Torreya_grandis	50	59	2	0	11251	37.87167	23.43747	29.4802194	29.86616
Torreya_jackii	7	12	0	0	961	28.94647	27.97335	28.6969683333	28.79138
Torreya_nucifera	13	17	0	0	2616	49.25	29.6442	36.0363953721	35.2116
Torreya_taxifolia	14	19	0	0	1118	38.61	28	30.4970386	30.575
Tsuga_canadensis	28	31	0	0	11892	50.5203	34.54259	42.7302275	44.212095
Tsuga_caroliniana	23	33	0	0	4513	49.25408	35.1	37.3180438462	36.085
Tsuga_chinensis	57	68	4	4	7645	49.25	22.62	26.3201571	24.45
Tsuga_diversifolia	13	19	0	0	201	59.37	35.3704	37.6326156452	36.5621
Tsuga_dumosa	45	51	0	0	4277	29.68	-39.88333	27.0239709	27.76361
Tsuga_forrestii	16	17	0	0	6401	49.25408	26.68422	29.1621028814	27.82308
Tsuga_heterophylla	85	78	6	0	25037	63.06056	41.8124	53.8848372	54.185195
Tsuga_mertensiana	72	68	5	6	26240	61.24	37.13444	45.7245258267	45.3182199995
Tsuga_sieboldii	34	35	0	0	1445	37.5	-39.88333	34.2590751434	35.4366
Widdringtonia_cedarbergensis	6	12	0	0	2803	NA	NA	NA	NA
Widdringtonia_nodiflora	13	23	1	0	14812	53.51667	-38.66667	-26.8752227	-33.875
Widdringtonia_schwarzii	13	24	0	0	3971	-25.375	-38.16667	-33.5470934884	-33.625
Widdringtonia_whytei	10	12	0	0	1597	-15.32	-16	-15.9145553333	-15.95
Wollemia_nobilis	1	7	0	0	2	59.37	-37.78333	-27.8340273214	-32
Xanthocyparis_nootkatensis	416	273	23	18	15455	NA	NA	NA	NA
Xanthocyparis_vietnamensis	7	12	0	0	5130	NA	NA	NA	NA
